Project_ID,Project_Type,Location,Start_Date,End_Date,Planned_Cost,Actual_Cost,Cost_Overrun,Planned_Duration,Actual_Duration,Schedule_Deviation,Vibration_Level,Crack_Width,Load_Bearing_Capacity,Temperature,Humidity,Weather_Condition,Air_Quality_Index,Energy_Consumption,Material_Usage,Labor_Hours,Equipment_Utilization,Accident_Count,Safety_Risk_Score,Image_Analysis_Score,Anomaly_Detected,Completion_Percentage,Risk_Level
PJT_115,Dam,Chicago,2020-04-21,2022-01-13,31978942,46783071.78,14804129.78,207,632.09,425.09,0.4983,3.9884,424.08,-6.20,79.35,Rainy,222,27468.64,670.00,4965,55.16,2,7.44,89.45,1,99.16,High
PJT_116,Road,Chicago,2020-04-22,2022-06-24,47419796,53200053.37,5780257.37,590,793.21,203.21,0.1699,4.8421,365.74,34.68,61.57,Snowy,77,39602.93,691.84,6816,49.98,9,1.40,99.18,1,45.97,High
PJT_117,Building,New York,2020-04-23,2020-11-22,18363638,18258978.15,-104659.85,288,213.59,-74.41,1.5190,2.7900,359.45,2.16,46.19,Rainy,247,35580.00,721.39,3469,60.70,0,5.34,64.77,0,17.73,Medium
PJT_118,Dam,Los Angeles,2020-04-24,2021-12-15,14882631,17691350.17,2808719.17,499,600.83,101.83,0.7618,0.4881,374.90,14.88,24.70,Snowy,257,36985.05,120.33,6620,78.88,2,9.37,87.02,1,59.67,High
PJT_119,Building,Chicago,2020-04-25,2023-03-04,16559562,22662443.88,6102881.88,616,1043.99,427.99,1.2965,0.9319,345.79,11.76,71.62,Cloudy,165,31649.14,449.95,4519,52.35,1,6.20,89.98,0,42.92,High
PJT_120,Dam,New York,2020-04-26,2021-04-16,33848713,40382014.31,6533301.31,296,355.05,59.05,1.3143,2.9849,325.09,22.29,44.35,Rainy,208,12763.74,706.23,5873,95.12,9,1.76,56.70,1,37.48,High
PJT_121,Dam,Los Angeles,2020-04-27,2022-09-28,27069328,30367872.31,3298544.31,890,884.92,-5.08,0.3619,1.9185,133.59,24.95,68.54,Cloudy,192,12508.95,359.95,4065,58.87,7,6.57,93.28,0,53.61,High
PJT_122,Dam,New York,2020-04-28,2022-11-26,34216864,38183875.73,3967011.73,755,942.88,187.88,1.0343,3.5507,249.73,-0.80,59.58,Cloudy,124,6471.28,302.36,5729,50.09,7,6.09,88.63,0,55.97,High
PJT_123,Bridge,Houston,2020-04-29,2022-06-22,25619676,30803258.84,5183582.84,454,784.81,330.81,1.5379,3.8000,248.61,2.02,49.76,Cloudy,126,44366.44,129.01,5305,60.91,1,4.95,99.70,0,31.33,High
PJT_124,Bridge,Los Angeles,2020-04-30,2023-03-25,12138837,15179594.79,3040757.79,804,1059.37,255.37,1.5912,4.0676,412.45,21.35,57.26,Stormy,187,12576.98,981.10,5794,57.36,4,9.57,75.72,1,83.37,High
PJT_125,Dam,New York,2020-05-01,2022-03-18,45016454,41976821.91,-3039632.09,240,686.02,446.02,1.7455,1.2484,370.13,35.57,73.30,Rainy,175,11397.72,669.16,7786,62.51,1,6.70,94.01,1,56.41,High
PJT_126,Building,Los Angeles,2020-05-02,2023-04-05,22964011,28206031.14,5242020.14,645,1068.63,423.63,1.7509,4.2358,91.91,43.47,64.44,Sunny,267,7849.88,580.98,4568,98.09,3,5.45,66.14,1,59.26,High
PJT_127,Dam,Chicago,2020-05-03,2023-02-10,46805284,62974876.80,16169592.80,676,1013.80,337.80,0.1873,3.1309,426.52,-9.10,85.06,Cloudy,162,25543.32,992.65,8009,52.14,2,8.94,65.09,1,88.89,High
PJT_128,Tunnel,Los Angeles,2020-05-04,2021-06-07,45594431,65540634.70,19946203.70,436,399.68,-36.32,0.4145,1.9817,187.48,28.47,36.39,Snowy,230,9283.27,292.08,2276,47.96,3,5.67,72.25,1,40.92,High
PJT_129,Tunnel,New York,2020-05-05,2022-10-02,5753207,5746392.12,-6814.88,890,880.05,-9.95,0.2697,4.0298,96.44,10.22,40.95,Rainy,248,41601.56,887.05,3340,44.10,9,1.08,82.50,0,75.02,High
PJT_130,Dam,New York,2020-05-06,2023-05-04,15579043,14120022.34,-1459020.66,810,1093.88,283.88,0.2909,3.7622,315.31,11.12,87.43,Sunny,252,11292.36,349.27,2380,54.89,9,6.40,80.38,0,72.14,High
PJT_131,Building,Seattle,2020-05-07,2022-12-14,13659853,18250907.28,4591054.28,710,951.67,241.67,0.6615,0.2728,454.06,42.51,54.64,Snowy,111,27481.21,634.54,9655,93.32,0,9.88,96.70,1,87.47,High
PJT_132,Bridge,New York,2020-05-08,2022-06-10,12594419,16949214.68,4354795.68,554,763.57,209.57,1.9135,3.8518,57.51,-6.29,38.35,Snowy,286,7721.10,810.36,9300,57.19,8,7.90,71.18,0,67.65,High
PJT_133,Bridge,Chicago,2020-05-09,2021-06-16,21797499,19647481.22,-2150017.78,336,403.06,67.06,1.8498,4.8716,119.92,7.97,61.05,Snowy,129,36440.41,756.96,4909,43.47,1,9.32,55.80,1,14.95,High
PJT_134,Dam,Houston,2020-05-10,2021-09-09,48076842,41220021.45,-6856820.55,192,487.19,295.19,1.0432,1.7335,282.75,35.24,38.15,Sunny,82,38739.94,886.11,2934,86.29,0,4.02,71.47,0,33.67,High
PJT_135,Bridge,Houston,2020-05-11,2022-09-07,25167505,22299300.91,-2868204.09,688,849.25,161.25,1.7328,0.8344,120.79,32.53,82.60,Snowy,108,38335.10,102.31,1201,54.67,7,4.28,96.01,1,96.43,High
PJT_136,Tunnel,Chicago,2020-05-12,2023-01-30,22595767,22852705.03,256938.03,851,993.27,142.27,1.8401,1.5997,421.70,21.43,28.36,Snowy,95,15043.33,564.20,1752,97.24,1,8.89,93.30,1,37.96,High
PJT_137,Tunnel,Chicago,2020-05-13,2021-12-05,14466813,15038784.62,571971.62,647,571.22,-75.78,1.5906,3.6979,159.16,10.26,88.03,Cloudy,237,45519.95,784.43,5016,49.03,6,1.22,77.08,0,72.41,High
PJT_138,Tunnel,Los Angeles,2020-05-14,2021-09-29,26251376,36800593.62,10549217.62,181,503.23,322.23,1.4817,0.5197,288.42,3.10,54.44,Snowy,298,49863.17,740.49,2524,42.63,3,9.08,75.99,1,43.52,High
PJT_139,Tunnel,Chicago,2020-05-15,2021-08-22,43762820,60522924.49,16760104.49,277,464.88,187.88,0.2422,2.8391,245.74,43.03,36.57,Sunny,267,19175.40,820.74,6345,59.08,4,3.10,97.18,1,79.31,High
PJT_140,Tunnel,Seattle,2020-05-16,2021-03-07,32276429,34023282.18,1746853.18,288,295.12,7.12,0.3294,1.7914,396.65,14.86,52.43,Snowy,73,12092.69,717.45,1660,52.90,5,2.33,85.56,0,45.66,Medium
PJT_141,Tunnel,Los Angeles,2020-05-17,2022-07-26,12668066,11023793.61,-1644272.39,446,800.65,354.65,0.8683,2.2610,386.64,3.74,52.34,Cloudy,81,5538.06,847.34,4641,47.84,6,4.35,81.51,0,62.41,High
PJT_142,Building,Houston,2020-05-18,2022-02-27,14270800,20501751.71,6230951.71,202,650.50,448.50,0.9425,0.6440,457.29,35.61,43.21,Snowy,291,25744.77,251.19,8096,89.30,6,5.47,69.14,0,41.85,High
PJT_143,Dam,Los Angeles,2020-05-19,2022-01-31,10974485,9575481.12,-1399003.88,466,622.39,156.39,1.2764,1.2289,182.80,12.66,58.55,Snowy,72,17589.92,223.51,4267,78.56,8,3.24,99.70,0,11.76,High
PJT_144,Road,Los Angeles,2020-05-20,2022-10-16,33526289,35994567.41,2468278.41,671,879.59,208.59,1.1747,1.6080,171.70,-8.57,61.80,Snowy,279,41481.02,352.84,8728,71.77,9,10.00,98.70,1,69.12,High
PJT_145,Building,Chicago,2020-05-21,2021-12-03,15724462,19249884.35,3525422.35,237,561.95,324.95,1.9671,1.9421,470.84,44.53,32.16,Cloudy,201,19310.20,764.29,6878,94.84,0,7.33,67.58,0,22.79,High
PJT_146,Dam,New York,2020-05-22,2022-08-18,33912631,29662579.08,-4250051.92,735,818.80,83.80,0.2067,3.0083,58.97,16.29,43.22,Stormy,101,41290.04,406.68,3907,95.13,5,1.54,57.39,0,22.75,Medium
PJT_147,Tunnel,Chicago,2020-05-23,2023-01-30,26071252,34099886.40,8028634.40,553,982.10,429.10,1.3581,2.9301,201.45,7.74,88.31,Rainy,252,33766.97,538.48,6198,50.45,8,7.24,96.44,0,30.09,High
PJT_148,Bridge,Seattle,2020-05-24,2022-03-04,47204348,49160317.85,1955969.85,567,649.62,82.62,0.4376,0.0090,365.90,21.51,79.55,Stormy,58,13193.68,386.40,4619,78.38,1,9.43,57.03,1,31.42,High
PJT_149,Building,Seattle,2020-05-25,2023-09-27,6954301,9625310.13,2671009.13,831,1220.22,389.22,1.3730,3.6464,201.09,-9.37,34.68,Snowy,139,16549.61,197.23,1020,42.89,7,7.59,98.46,0,54.38,High
PJT_150,Road,Los Angeles,2020-05-26,2022-09-30,33177978,45210784.46,12032806.46,739,857.93,118.93,1.1983,3.7912,151.51,14.82,75.94,Snowy,125,5903.51,335.01,2715,44.45,2,8.99,58.05,1,94.77,High
PJT_151,Tunnel,Los Angeles,2020-05-27,2023-10-09,33395917,43679455.61,10283538.61,788,1230.20,442.20,0.9195,3.2682,323.29,13.88,23.75,Sunny,102,48847.93,468.35,9849,55.92,4,3.68,54.80,0,59.47,High
PJT_152,Road,Seattle,2020-05-27,2021-05-08,29696150,26933173.69,-2762976.31,235,346.24,111.24,1.6654,3.1255,266.15,-4.67,34.49,Sunny,300,8687.12,859.39,6052,87.09,7,5.40,83.05,1,58.97,High
PJT_153,Dam,Los Angeles,2020-05-28,2022-04-13,30915472,27174730.84,-3740741.16,570,685.78,115.78,0.9355,1.3170,426.69,21.03,30.58,Snowy,71,35066.35,827.36,7782,98.24,9,3.05,53.05,0,57.03,High
PJT_154,Bridge,New York,2020-05-29,2023-07-26,32961420,34420090.42,1458670.42,766,1153.28,387.28,0.8501,4.2697,65.63,21.42,56.18,Stormy,223,49223.96,232.70,8357,50.37,2,9.75,90.42,1,48.10,High
PJT_155,Road,Seattle,2020-05-30,2022-08-28,40932972,41654462.05,721490.05,822,820.38,-1.62,1.8305,4.5709,80.16,11.35,47.81,Sunny,269,17429.04,512.34,1202,87.19,9,6.29,89.08,1,23.47,High
PJT_156,Bridge,Chicago,2020-05-31,2023-06-02,7724576,11209930.25,3485354.25,776,1097.94,321.94,1.1691,0.5050,178.74,19.46,44.07,Rainy,117,22236.96,537.03,8750,42.25,4,4.63,80.91,0,46.15,High
PJT_157,Road,Los Angeles,2020-06-01,2022-12-20,32891352,47644529.11,14753177.11,887,932.92,45.92,1.8044,0.1012,417.82,6.67,39.62,Rainy,269,36328.23,188.40,4734,48.06,7,7.97,66.04,0,64.45,High
PJT_158,Tunnel,Seattle,2020-06-02,2022-03-28,28324740,37717623.71,9392883.71,632,664.04,32.04,1.5430,4.3359,419.46,18.34,31.13,Sunny,231,27805.79,222.08,9589,92.76,0,2.56,93.76,1,15.19,High
PJT_159,Tunnel,New York,2020-06-03,2022-03-02,48287183,47293498.06,-993684.94,231,637.56,406.56,0.7999,2.3211,228.62,40.77,67.68,Cloudy,145,26995.40,501.49,8775,75.21,5,4.10,91.88,0,84.78,High
PJT_160,Tunnel,Los Angeles,2020-06-04,2021-05-02,11932530,16765012.09,4832482.09,208,332.88,124.88,1.5817,1.0716,149.61,2.38,34.47,Rainy,181,5902.36,802.27,1145,68.45,2,6.83,80.06,1,32.72,Medium
PJT_161,Building,Los Angeles,2020-06-05,2023-03-09,24401478,28021405.84,3619927.84,613,1007.61,394.61,0.5146,1.5107,284.29,24.30,60.91,Snowy,180,49974.32,969.84,7131,73.69,9,6.48,64.92,1,15.75,High
PJT_162,Building,Los Angeles,2020-06-06,2021-11-09,48720695,71566904.09,22846209.09,463,521.41,58.41,1.3378,0.9418,282.78,3.22,23.97,Stormy,153,34723.86,712.68,1417,79.32,4,3.33,70.93,0,13.18,High
PJT_163,Bridge,Seattle,2020-06-07,2022-09-21,15922541,20637313.22,4714772.22,531,836.07,305.07,1.3128,2.3787,473.30,9.72,41.01,Cloudy,265,34592.66,602.42,5813,45.86,2,7.67,86.26,0,92.14,High
PJT_164,Building,Houston,2020-06-08,2021-11-05,21608143,24272581.95,2664438.95,407,515.30,108.30,1.7850,1.8584,313.51,15.51,28.24,Snowy,271,33547.85,622.28,2166,68.33,3,5.50,93.37,0,36.85,Medium
PJT_165,Tunnel,Seattle,2020-06-09,2022-07-14,23996186,26779136.48,2782950.48,320,765.94,445.94,1.1819,4.5331,255.91,7.40,70.10,Snowy,174,19968.33,987.98,6134,78.07,0,5.07,60.47,1,61.87,High
PJT_166,Dam,New York,2020-06-10,2021-02-23,30105880,37986602.92,7880722.92,270,258.59,-11.41,0.8664,4.8266,222.49,-7.93,33.96,Sunny,293,5633.47,389.99,9700,51.43,0,6.64,62.44,1,40.99,High
PJT_167,Dam,Houston,2020-06-11,2022-07-09,21543036,20650359.84,-892676.16,572,758.77,186.77,1.6653,1.4910,180.87,30.03,61.75,Sunny,161,44958.83,995.93,6615,99.77,7,4.23,59.42,0,92.64,High
PJT_168,Road,Houston,2020-06-12,2021-09-06,9805070,9680287.24,-124782.76,413,451.89,38.89,0.1416,2.5232,105.42,29.11,75.45,Rainy,274,33814.45,794.12,1796,75.64,0,6.96,82.68,1,72.08,Medium
PJT_169,Road,New York,2020-06-13,2021-12-19,17960979,20805236.89,2844257.89,569,554.51,-14.49,0.3909,3.4760,333.64,6.56,66.32,Stormy,119,33025.90,730.65,7862,89.84,1,5.60,80.88,0,80.63,Medium
PJT_170,Road,Seattle,2020-06-14,2022-09-20,18649222,25931262.66,7282040.66,803,828.87,25.87,1.9489,1.7896,234.39,-1.18,58.37,Cloudy,226,46990.60,397.54,1044,40.76,1,9.16,91.76,1,23.42,High
PJT_171,Tunnel,Chicago,2020-06-15,2021-12-26,7797488,11213618.95,3416130.95,256,559.49,303.49,1.3242,2.2838,489.78,4.53,23.51,Cloudy,273,6775.00,361.51,6123,65.56,1,1.85,87.91,1,86.68,High
PJT_172,Dam,Los Angeles,2020-06-16,2023-01-12,42728763,43771392.21,1042629.21,546,940.10,394.10,1.4928,1.8631,204.23,-3.74,48.02,Rainy,119,42606.88,720.91,8835,87.99,2,2.02,84.81,1,94.82,High
PJT_173,Dam,Houston,2020-06-17,2023-03-22,33391760,45795867.53,12404107.53,606,1008.95,402.95,1.3889,0.9063,220.89,9.72,22.02,Cloudy,173,46417.91,201.64,7738,66.44,1,3.35,65.71,0,71.01,High
PJT_174,Bridge,Chicago,2020-06-18,2022-10-13,45952493,65139649.32,19187156.32,409,847.28,438.28,1.0863,3.4412,328.21,13.81,70.87,Rainy,138,34866.98,677.26,3435,90.34,8,9.03,80.65,1,94.09,High
PJT_175,Bridge,New York,2020-06-19,2023-05-22,6024121,8062861.26,2038740.26,687,1067.79,380.79,0.7092,1.6545,175.17,17.88,58.53,Rainy,153,41769.65,170.95,8277,88.08,7,1.79,74.92,0,98.26,High
PJT_176,Tunnel,Houston,2020-06-20,2022-06-21,38388429,46331540.59,7943111.59,593,731.54,138.54,1.6692,3.9589,483.43,25.06,82.31,Stormy,102,34456.82,510.59,6584,61.80,0,8.35,92.22,0,79.07,High
PJT_177,Bridge,New York,2020-06-21,2023-02-10,31368939,28988512.80,-2380426.20,852,964.55,112.55,1.5427,1.1087,203.61,35.64,87.51,Sunny,190,28489.33,731.89,1750,93.81,7,2.26,85.84,0,19.63,High
PJT_178,Bridge,Seattle,2020-06-22,2021-06-12,27366837,27096813.29,-270023.71,372,356.00,-16.00,1.6667,0.9529,202.07,31.64,23.26,Stormy,81,39746.53,505.45,9260,48.08,7,1.04,86.81,0,48.95,High
PJT_179,Bridge,New York,2020-06-23,2023-04-22,12891854,16755304.31,3863450.31,700,1033.97,333.97,0.4299,4.0762,96.60,26.16,62.43,Sunny,179,44662.58,476.80,5067,56.42,5,9.73,72.64,1,47.15,High
PJT_180,Bridge,Los Angeles,2020-06-24,2023-07-07,22066196,28966700.00,6900504.00,898,1108.34,210.34,1.8775,3.1629,140.40,24.33,40.34,Sunny,285,35256.82,983.20,3913,70.23,5,7.39,88.04,0,62.45,High
PJT_181,Road,Chicago,2020-06-25,2022-10-30,29345869,40362252.66,11016383.66,472,857.06,385.06,1.0932,0.1264,115.40,26.86,33.99,Cloudy,123,35752.56,231.79,2016,81.44,4,2.84,77.06,0,50.73,High
PJT_182,Bridge,Chicago,2020-06-26,2022-06-18,38666229,42640202.13,3973973.13,409,722.48,313.48,1.0708,3.9842,363.26,28.11,23.29,Rainy,149,23745.48,809.30,6122,97.95,0,1.12,62.57,0,80.28,High
PJT_183,Road,Seattle,2020-06-27,2023-07-23,44461873,48420390.41,3958517.41,828,1121.45,293.45,1.2179,3.6923,138.41,29.87,33.54,Rainy,95,49255.40,167.02,3847,84.10,1,4.39,71.43,0,21.71,High
PJT_184,Bridge,Los Angeles,2020-06-28,2021-04-04,48626442,70964038.39,22337596.39,185,280.20,95.20,0.1759,4.6431,318.60,32.55,63.78,Sunny,175,40545.87,595.14,2194,87.04,5,5.73,97.85,1,80.76,High
PJT_185,Dam,New York,2020-06-29,2023-01-25,7170361,7723281.29,552920.29,736,940.63,204.63,1.7785,3.3167,198.98,6.15,86.52,Stormy,185,26368.57,605.20,1144,46.88,5,5.01,95.22,0,65.90,High
PJT_186,Tunnel,Los Angeles,2020-06-30,2023-03-02,8608402,9476295.56,867893.56,570,975.44,405.44,1.1265,1.4141,460.10,35.22,46.25,Stormy,164,26906.21,366.79,4154,59.22,1,9.53,58.37,1,58.42,High
PJT_187,Tunnel,Houston,2020-07-01,2022-05-02,15305940,21615324.84,6309384.84,395,670.28,275.28,0.9060,0.5196,291.99,28.65,88.34,Rainy,215,41753.95,164.91,3519,41.43,5,1.34,53.66,1,32.67,High
PJT_188,Tunnel,Chicago,2020-07-02,2022-09-25,28355772,31254332.82,2898560.82,413,815.82,402.82,1.2974,2.1651,57.60,27.03,57.44,Stormy,66,39018.23,627.05,2189,61.46,8,1.96,89.34,0,17.79,High
PJT_189,Road,New York,2020-07-03,2023-01-28,3068238,3553301.85,485063.85,584,939.72,355.72,1.1136,0.6819,225.95,33.86,58.20,Cloudy,126,35478.01,922.75,7113,97.44,0,5.98,77.75,1,10.45,High
PJT_190,Bridge,New York,2020-07-04,2023-01-30,6712766,7035309.37,322543.37,730,940.19,210.19,1.5218,4.5177,204.73,12.70,65.22,Stormy,86,12242.95,298.71,5140,51.66,2,7.04,78.36,1,77.59,High
PJT_191,Bridge,New York,2020-07-05,2023-05-22,20505370,26382114.96,5876744.96,840,1051.32,211.32,0.5763,0.9871,311.27,42.33,45.00,Cloudy,75,17831.17,162.83,4170,59.07,7,3.96,82.97,0,23.72,High
PJT_192,Bridge,Los Angeles,2020-07-06,2023-01-23,12317206,10508310.04,-1808895.96,503,931.09,428.09,0.5677,1.1076,382.92,13.99,78.81,Cloudy,223,37983.78,890.10,8583,66.72,4,5.38,55.44,0,17.38,High
PJT_193,Building,Seattle,2020-07-07,2022-08-01,43051681,38733620.90,-4318060.10,731,755.11,24.11,0.2433,0.0932,278.23,-8.28,60.73,Rainy,246,31551.63,915.67,5269,72.61,8,5.25,88.76,0,30.10,High
PJT_194,Bridge,Los Angeles,2020-07-08,2021-11-03,35253169,32040199.26,-3212969.74,317,483.29,166.29,0.7913,0.0530,157.50,43.02,88.73,Cloudy,243,28136.15,501.60,3935,73.98,9,6.93,98.39,0,53.52,High
PJT_195,Building,Houston,2020-07-09,2022-07-06,16552473,14745932.04,-1806540.96,404,727.58,323.58,0.8019,0.2140,143.05,39.92,45.29,Rainy,284,25458.96,141.79,6309,46.19,8,6.70,63.67,0,62.08,High
PJT_196,Bridge,Seattle,2020-07-10,2022-10-19,25514651,31433826.42,5919175.42,565,831.45,266.45,1.8066,0.3892,163.21,43.50,35.60,Rainy,140,41775.65,410.53,8898,93.23,0,5.52,56.95,1,16.94,High
PJT_197,Building,Seattle,2020-07-11,2021-06-28,25308370,31415613.24,6107243.24,333,352.06,19.06,1.6522,3.3055,236.58,8.16,27.93,Rainy,172,14481.68,245.12,7732,41.35,0,2.15,79.62,1,56.14,High
PJT_198,Bridge,Seattle,2020-07-12,2021-03-14,13082114,15512985.98,2430871.98,237,245.16,8.16,0.8704,4.8462,336.93,38.32,70.96,Sunny,292,8858.68,504.28,8723,92.04,2,2.97,70.54,1,62.44,Medium
PJT_199,Dam,Chicago,2020-07-13,2023-05-24,12255612,16186249.27,3930637.27,855,1045.73,190.73,0.7511,2.2674,315.77,2.64,46.98,Snowy,54,14105.68,873.63,9263,81.06,2,6.45,58.87,0,63.98,High
PJT_200,Bridge,Chicago,2020-07-14,2021-04-09,45251089,42296814.93,-2954274.07,300,269.39,-30.61,1.2466,4.1376,453.64,32.62,65.45,Stormy,157,21666.99,139.09,9680,65.74,7,8.11,69.06,0,76.73,High
PJT_201,Bridge,Houston,2020-07-15,2022-03-12,33020406,44505176.57,11484770.57,615,605.96,-9.04,1.8292,0.4191,319.23,19.91,38.05,Snowy,231,38464.06,106.40,9561,47.07,0,4.38,60.27,0,46.80,High
PJT_202,Tunnel,Seattle,2020-07-15,2022-12-13,18021004,18378664.73,357660.73,616,881.34,265.34,1.1186,2.8234,325.35,44.55,47.82,Cloudy,155,29844.72,601.81,3928,62.21,8,5.35,99.43,0,79.68,High
PJT_203,Road,Seattle,2020-07-16,2022-11-01,16419691,18723154.78,2303463.78,855,838.12,-16.88,1.4287,0.8090,146.51,12.03,43.69,Stormy,207,36367.58,736.11,3633,63.35,0,8.24,91.16,0,64.02,High
PJT_204,Tunnel,Houston,2020-07-17,2021-11-15,6371375,7937897.07,1566522.07,449,486.54,37.54,1.4765,4.6534,230.29,26.09,40.05,Stormy,64,47557.21,838.21,9099,66.34,3,8.66,96.54,1,27.53,High
PJT_205,Bridge,Chicago,2020-07-18,2023-04-12,42284701,40600242.56,-1684458.44,708,998.18,290.18,0.1685,1.1963,50.13,-1.34,89.78,Rainy,140,35134.79,464.91,4281,71.06,1,9.27,77.48,1,60.32,High
PJT_206,Bridge,Los Angeles,2020-07-19,2023-03-11,19556127,19499259.41,-56867.59,535,965.54,430.54,1.9298,2.2738,231.78,-9.74,32.25,Stormy,77,30138.38,552.85,6570,96.82,8,9.61,93.81,1,61.74,High
PJT_207,Road,New York,2020-07-20,2023-02-07,17325791,23257407.84,5931616.84,756,932.32,176.32,1.9264,2.2942,257.32,22.28,21.91,Snowy,116,8039.94,670.30,4610,80.61,3,8.20,70.62,0,58.21,High
PJT_208,Building,Seattle,2020-07-21,2021-10-07,46211101,61770946.44,15559845.44,474,443.29,-30.71,0.7498,2.7728,130.32,7.26,35.30,Stormy,118,13225.30,771.54,4115,69.94,3,3.11,62.10,0,30.63,High
PJT_209,Dam,Chicago,2020-07-22,2022-01-19,8159797,7571647.16,-588149.84,544,546.68,2.68,0.2491,4.7789,271.70,-9.64,80.00,Snowy,267,26703.14,658.60,9066,93.89,9,8.82,74.54,1,92.44,High
PJT_210,Building,New York,2020-07-23,2022-07-17,9606440,8503585.25,-1102854.75,407,724.59,317.59,1.6186,2.3916,293.35,17.64,47.56,Cloudy,167,48942.82,728.42,8537,58.94,0,1.11,60.54,0,39.29,High
PJT_211,Bridge,Los Angeles,2020-07-24,2022-02-25,16914139,17338943.51,424804.51,371,581.74,210.74,1.9212,1.7155,132.76,13.32,49.34,Sunny,143,43444.67,351.67,3947,74.28,9,7.17,90.71,0,82.37,High
PJT_212,Bridge,New York,2020-07-25,2022-03-10,11036000,12773525.12,1737525.12,570,593.91,23.91,0.1185,2.1076,110.51,39.13,64.15,Stormy,234,19207.73,537.96,5111,73.73,9,1.43,54.95,1,29.39,High
PJT_213,Building,New York,2020-07-26,2022-09-29,23458420,23900609.56,442189.56,824,795.04,-28.96,0.7846,2.7875,414.51,8.93,48.82,Sunny,272,35581.36,645.02,9821,50.47,4,4.20,83.66,0,76.29,Medium
PJT_214,Tunnel,New York,2020-07-27,2022-12-23,43393487,63865943.15,20472456.15,808,879.86,71.86,1.7497,3.2029,467.86,13.20,62.86,Rainy,267,45818.29,171.20,6629,53.69,5,6.88,85.52,0,45.59,High
PJT_215,Road,Los Angeles,2020-07-28,2023-04-01,31218360,34936244.70,3717884.70,781,977.10,196.10,0.4494,0.1155,377.50,26.41,85.83,Snowy,103,12510.97,192.71,2045,96.21,7,5.94,51.32,0,78.85,High
PJT_216,Tunnel,Houston,2020-07-29,2022-06-24,6658033,8493261.47,1835228.47,448,695.59,247.59,1.7824,1.5469,161.33,5.63,63.85,Cloudy,184,42733.30,125.71,6846,91.62,5,8.78,73.36,1,94.14,High
PJT_217,Bridge,New York,2020-07-30,2022-08-20,47816678,57405687.31,9589009.31,318,751.86,433.86,1.2226,2.2827,387.01,38.25,50.45,Stormy,129,45901.54,533.49,4721,88.28,7,3.77,70.61,1,10.95,High
PJT_218,Bridge,Seattle,2020-07-31,2022-03-26,36909878,31572935.60,-5336942.40,532,603.98,71.98,1.8520,4.7348,264.68,-9.50,50.13,Sunny,202,15404.69,106.50,7121,51.31,8,4.93,62.49,1,68.14,High
PJT_219,Road,Seattle,2020-08-01,2021-09-15,42964717,43210268.08,245551.08,449,410.98,-38.02,1.5526,4.5498,413.41,27.66,39.93,Stormy,257,17096.99,269.20,2121,50.94,4,1.99,72.77,1,73.04,Low
PJT_220,Road,Seattle,2020-08-02,2021-10-14,4330751,6410878.01,2080127.01,508,438.28,-69.72,0.1420,4.8617,176.95,-3.12,50.69,Snowy,109,9058.86,113.25,4558,60.51,4,8.07,74.92,1,72.72,High
PJT_221,Tunnel,Los Angeles,2020-08-03,2022-04-24,10803788,9576746.96,-1227041.04,262,629.08,367.08,1.5737,0.3569,261.57,0.57,78.91,Rainy,262,5567.70,977.14,5078,63.09,7,3.22,99.73,1,76.18,High
PJT_222,Tunnel,Chicago,2020-08-04,2024-02-26,32730785,36099762.22,3368977.22,861,1301.52,440.52,1.9263,4.6811,121.38,30.05,72.13,Stormy,183,10496.37,533.11,5895,51.92,0,8.77,60.89,1,66.96,High
PJT_223,Building,Houston,2020-08-05,2022-06-28,40238342,37332016.48,-2906325.52,351,692.03,341.03,1.5994,0.0446,68.90,33.09,53.27,Stormy,89,21712.94,180.53,3583,70.00,9,4.05,98.48,0,15.40,High
PJT_224,Building,Seattle,2020-08-06,2023-08-13,8206932,7647119.50,-559812.50,898,1102.27,204.27,0.5421,4.9084,404.85,31.62,76.39,Rainy,237,13683.44,720.32,6868,83.46,4,9.09,74.27,1,36.52,High
PJT_225,Road,Seattle,2020-08-07,2022-09-24,24331381,25800815.61,1469434.61,760,778.91,18.91,0.9899,4.3383,319.41,37.33,31.22,Stormy,89,25222.29,837.48,9873,62.03,0,7.98,75.30,1,89.46,High
PJT_226,Bridge,Los Angeles,2020-08-08,2022-12-17,49385730,44011186.78,-5374543.22,815,861.56,46.56,1.9376,4.0952,135.44,27.58,73.60,Cloudy,206,17740.81,468.82,6276,46.63,8,6.93,52.19,0,26.08,High
PJT_227,Tunnel,Seattle,2020-08-09,2021-11-18,7627241,6640894.95,-986346.05,289,466.25,177.25,1.3193,1.9430,270.46,24.32,61.32,Snowy,143,14932.53,746.06,1214,95.81,3,6.90,96.42,0,52.13,High
PJT_228,Tunnel,Los Angeles,2020-08-10,2023-07-11,28914146,40026350.66,11112204.66,751,1065.04,314.04,1.6091,0.2915,327.62,19.10,71.40,Sunny,69,47507.16,964.53,2591,46.07,3,5.78,59.47,0,32.39,High
PJT_229,Dam,Chicago,2020-08-11,2023-01-19,8080936,10893782.33,2812846.33,751,891.05,140.05,1.1955,3.3725,366.15,13.49,27.29,Cloudy,190,23070.07,403.76,3591,72.03,9,4.99,67.62,0,99.23,High
